nacchoid,yearsurvey,county_fips,cty_fip_adj,lhd_name,stabrev
IA098,2012,19163,19163,Scott County Health Department,IA
IA098,2014,19163,19163,Scott County Health Department,IA
IA098,2016,19163,19163,Scott County Health Department,IA
IA104,2014,19173,19173,Taylor County Public Health Agency,IA
IA104,2016,19173,19173,Taylor County Public Health Agency,IA
IA046,2014,19187,19187,Webster County Public Health Agency,IA
IA046,2016,19187,19187,Webster County Public Health Agency,IA
IA101,2006,19193,19193,Siouxland District Health Department,IA
IA101,2012,19193,19193,Siouxland District Health Department,IA
IA101,2014,19193,19193,Siouxland District Health Department,IA
IA101,2016,19193,19193,Siouxland District Health Department,IA
KS001,2014,20007,20007,Barber County Public and Environmental Health Department,KS
KS001,2016,20007,20007,Barber County Public and Environmental Health Department,KS
KS009,2014,20027,20027,Clay County Health Department,KS
KS009,2016,20027,20027,Clay County Health Department,KS
KS013,2014,20035,20035,City-Cowley County Health Department,KS
KS013,2016,20035,20035,City-Cowley County Health Department,KS
KS066,2014,20073,20073,Decatur Health Department,KS
KS066,2016,20073,20073,Decatur Health Department,KS
KS099,2014,20081,20081,Haskell County Health Department,KS
KS099,2016,20081,20081,Haskell County Health Department,KS
KS033,2016,20083,20083,Hodgeman County Health Department,KS
KS035,2016,20089,20089,Jewell County Health Department,KS
KS036,2006,20091,20091,Johnson County Public Health Department,KS
KS036,2012,20091,20091,Johnson County Public Health Department,KS
KS036,2014,20091,20091,Johnson County Public Health Department,KS
KS036,2016,20091,20091,Johnson County Public Health Department,KS
KS041,2014,20099,20099,Labette County Health Department,KS
KS041,2016,20099,20099,Labette County Health Department,KS
KS052,2016,20119,20119,Meade County Health Department,KS
KS061,2016,20135,20135,Ness County Health Department,KS
KS064,2016,20141,20141,Osborne Co. Health Dept.,KS
KS067,2014,20145,20145,Pawnee County Health Department,KS
KS067,2016,20145,20145,Pawnee County Health Department,KS
KS072,2014,20155,20155,Reno County Health Department,KS
KS072,2016,20155,20155,Reno County Health Department,KS
KS073,2014,20157,20157,Republic County Health Department,KS
KS078,2016,20167,20167,Russell County Health Department,KS
KS095,2006,20173,20173,Wichita-Sedgwick County Department Of Community Health,KS
KS095,2012,20173,20173,Wichita-Sedgwick County Department Of Community Health,KS
KS095,2014,20173,20173,Wichita-Sedgwick County Department Of Community Health,KS
KS089,2006,20177,20177,Shawnee County Health Agency,KS
KS089,2012,20177,20177,Shawnee County Health Agency,KS
KS089,2014,20177,20177,Shawnee County Health Agency,KS
KS089,2016,20177,20177,Shawnee County Health Agency,KS
KS086,2016,20187,20187,Stanton County Health Department,KS
KS093,2016,20201,20201,Washington County Health Department,KS
KS094,2014,20203,20203,Wichita County Health Department,KS
KS098,2014,20209,20209,Wyandotte County Health Department,KS
KS098,2016,20209,20209,Wyandotte County Health Department,KS
KY056,2014,21023,21023,Bracken County Health Department,KY
KY007,2014,21029,21029,Bullitt County Health Department,KY
KY007,2016,21029,21029,Bullitt County Health Department,KY
KY028,2014,21067,21067,Lexington-Fayette County Health Department,KY
KY032,2006,21111,21111,Louisville Metro Health Department,KY
KY032,2012,21111,21111,Louisville Metro Health Department,KY
KY032,2014,21111,21111,Louisville Metro Health Department,KY
KY032,2016,21111,21111,Louisville Metro Health Department,KY
KY040,2006,21117,21117,Northern Kentucky Independent District,KY
KY040,2012,21117,21117,Northern Kentucky Independent District,KY
KY040,2014,21117,21117,Northern Kentucky Independent District,KY
KY040,2016,21117,21117,Northern Kentucky Independent District,KY
KY029,2014,21137,21137,Lincoln County Health Department,KY
KY029,2016,21137,21137,Lincoln County Health Department,KY
KY036,2014,21159,21159,Martin County Health Department,KY
KY038,2014,21177,21177,Muhlenberg County Health Department,KY
KY038,2016,21177,21177,Muhlenberg County Health Department,KY
KY043,2014,21195,21195,Pike County Health Department,KY
KY043,2016,21195,21195,Pike County Health Department,KY
KY010,2006,21203,21203,Cumberland Valley District Health Department,KY
KY010,2014,21203,21203,Cumberland Valley District Health Department,KY
KY010,2016,21203,21203,Cumberland Valley District Health Department,KY
KY016,2014,21205,21205,Gateway District Health Department,KY
KY016,2016,21205,21205,Gateway District Health Department,KY
KY042,2016,21221,21221,Pennyrile District Health Department,KY
KY002,2006,21227,21227,Barren River District Health Department,KY
KY002,2012,21227,21227,Barren River District Health Department,KY
KY002,2014,21227,21227,Barren River District Health Department,KY
KY002,2016,21227,21227,Barren River District Health Department,KY
KY030,2014,21229,21229,Lincoln Trail District Health Department,KY
KY030,2016,21229,21229,Lincoln Trail District Health Department,KY
KY025,2006,21231,21231,Lake Cumberland District Health Department,KY
KY025,2012,21231,21231,Lake Cumberland District Health Department,KY
KY025,2014,21231,21231,Lake Cumberland District Health Department,KY
KY025,2016,21231,21231,Lake Cumberland District Health Department,KY
KY017,2014,21233,21233,Green River District Health Department,KY
KY017,2016,21233,21233,Green River District Health Department,KY
KY051,2014,21235,21235,Whitley County Health Department,KY
KY051,2016,21235,21235,Whitley County Health Department,KY
LA024,2012,22053,22053,Office Of Public Health Southwest Region 5,LA
LA064,2012,22057,22057,Louisiana Region 3 Office Of Public Health,LA
LA064,2014,22057,22057,Louisiana Region 3 Office Of Public Health,LA
LA021,2006,22111,22111,"Northeast LA Office Of Public Health, Region 8",LA
LA021,2016,22111,22111,"Northeast LA Office Of Public Health, Region 8",LA
LA019,2006,22117,22117,Office Of Public Health-Region 9,LA
LA017,2014,22125,22125,Office Of Public Health - Region 2,LA
LA018,2006,22127,22127,Office Of Public Health-Region 6 Central Region (8 Parishes),LA
LA018,2012,22127,22127,Office Of Public Health-Region 6 Central Region (8 Parishes),LA
LA018,2014,22127,22127,Office Of Public Health-Region 6 Central Region (8 Parishes),LA
LA018,2016,22127,22127,Office Of Public Health-Region 6 Central Region (8 Parishes),LA
ME029,2014,23003,23003,Aroostook Public Health District / Maine CDC,ME
ME029,2016,23003,23003,Aroostook Public Health District / Maine CDC,ME
ME009,2014,23005,23005,"City of Portland, Public Health Division",ME
ME009,2016,23005,23005,"City of Portland, Public Health Division",ME
MD003,2006,24003,24003,Anne Arundel County Department Of Health,MD
MD003,2012,24003,24003,Anne Arundel County Department Of Health,MD
MD003,2016,24003,24003,Anne Arundel County Department Of Health,MD
MD005,2006,24005,24005,Baltimore County Department Of Health,MD
MD008,2012,24013,24013,Carroll County Health Department,MD
MD008,2014,24013,24013,Carroll County Health Department,MD
MD008,2016,24013,24013,Carroll County Health Department,MD
MD010,2006,24017,24017,Charles County Health Department,MD
MD010,2012,24017,24017,Charles County Health Department,MD
MD010,2014,24017,24017,Charles County Health Department,MD
MD010,2016,24017,24017,Charles County Health Department,MD
MD012,2006,24021,24021,Frederick County Health Department,MD
MD012,2012,24021,24021,Frederick County Health Department,MD
MD012,2014,24021,24021,Frederick County Health Department,MD
MD012,2016,24021,24021,Frederick County Health Department,MD
MD014,2012,24025,24025,Harford County Health Department,MD
MD014,2014,24025,24025,Harford County Health Department,MD
MD014,2016,24025,24025,Harford County Health Department,MD
MD015,2014,24027,24027,Howard County Health Department,MD
MD017,2006,24031,24031,Montgomery County Department Of Health & Human Services,MD
MD017,2012,24031,24031,Montgomery County Department Of Health & Human Services,MD
MD017,2014,24031,24031,Montgomery County Department Of Health & Human Services,MD
MD017,2016,24031,24031,Montgomery County Department Of Health & Human Services,MD
MD018,2006,24033,24033,Prince Georges County Health Department,MD
MD023,2006,24043,24043,Washington County Health Department,MD
MD023,2012,24043,24043,Washington County Health Department,MD
MD023,2014,24043,24043,Washington County Health Department,MD
MD023,2016,24043,24043,Washington County Health Department,MD
MD024,2016,24045,24045,Wicomico County Health Department,MD
MD004,2006,24510,24510,Baltimore City Health Department,MD
MD004,2012,24510,24510,Baltimore City Health Department,MD
MD004,2014,24510,24510,Baltimore City Health Department,MD
MD004,2016,24510,24510,Baltimore City Health Department,MD
MA016,2014,25001,25001,Barnstable County Department Of Health & The Environment,MA
MA049,2016,25001,25001,Chatham Board of Health,MA
MA071,2014,25001,25001,Town of Dennis,MA
MA071,2016,25001,25001,Town of Dennis,MA
MA088,2014,25003,25003,Egremont Health Department,MA
MA088,2016,25003,25003,Egremont Health Department,MA
MA242,2016,25003,25003,Richmond Health Department,MA
MA285,2014,25007,25007,Tisbury Board of Health,MA
MA285,2016,25007,25007,Tisbury Board of Health,MA
MA162,2014,25009,25009,Manchester-by-the-Sea Board of Health,MA
MA179,2016,25009,25009,Middleton Board of Health,MA
MA190,2016,25009,25009,Nahant Board of Health,MA
MA204,2014,25009,25009,North Andover Board of Health,MA
MA254,2016,25009,25009,Saugus Health Department,MA
MA287,2016,25009,25009,Topsfield Board of Health,MA
MA348,2016,25009,25009,City of Beverly Health Department,MA
MA344,2016,25011,25011,Shelburne Board of Health,MA
MA186,2014,25013,25013,Monson Board of Health,MA
MA313,2014,25013,25013,West Springfield Health Department,MA
MA313,2016,25013,25013,West Springfield Health Department,MA
MA008,2014,25015,25015,Amherst Health Department,MA
MA008,2016,25015,25015,Amherst Health Department,MA
MA022,2016,25017,25017,Belmont Health Department,MA
MA141,2016,25017,25017,Hopkinton Health Department,MA
MA153,2016,25017,25017,Lexington Board of Health,MA
MA155,2014,25017,25017,Lincoln Health Department,MA
MA157,2014,25017,25017,Lowell Health Department,MA
MA157,2016,25017,25017,Lowell Health Department,MA
MA165,2016,25017,25017,Marlborough Health Department,MA
MA193,2016,25017,25017,Natick Board of Health,MA
MA305,2014,25017,25017,Weston Health Department,MA
MA305,2016,25017,25017,Weston Health Department,MA
MA328,2014,25017,25017,Wilmington Board of Health,MA
MA194,2014,25021,25021,Needham Health Department,MA
MA194,2016,25021,25021,Needham Health Department,MA
MA213,2016,25021,25021,Norwood Board of Health,MA
MA230,2016,25021,25021,Plainville Health Department,MA
MA296,2014,25021,25021,Walpole Health Department,MA
MA296,2016,25021,25021,Walpole Health Department,MA
MA119,2016,25027,25027,Hardwick Board of Health,MA
MA142,2014,25027,25027,Hubbardston Health Department,MA
MA206,2014,25027,25027,North Brookfield Health Department,MA
MA247,2014,25027,25027,Royalston Board Health Department,MA
MA266,2014,25027,25027,Southborough Board of Health,MA
MA266,2016,25027,25027,Southborough Board of Health,MA
MA283,2014,25027,25027,Templeton Health Department,MA
MA310,2014,25027,25027,West Brookfield Health Department,MA
MA310,2016,25027,25027,West Brookfield Health Department,MA
MA320,2014,25027,25027,Westminster Board of Health,MA
MA330,2016,25027,25027,Department Of Public Health And Code Enforcement,MA
MI003,2006,26017,26017,Bay County Health Department,MI
MI003,2012,26017,26017,Bay County Health Department,MI
MI003,2014,26017,26017,Bay County Health Department,MI
MI003,2016,26017,26017,Bay County Health Department,MI
MI005,2016,26021,26021,Berrien County Health Department,MI
MI002,2014,26045,26045,Barry-Eaton District Health Department,MI
MI002,2016,26045,26045,Barry-Eaton District Health Department,MI
MI019,2006,26049,26049,Genesee County Health Department,MI
MI019,2012,26049,26049,Genesee County Health Department,MI
MI019,2014,26049,26049,Genesee County Health Department,MI
MI019,2016,26049,26049,Genesee County Health Department,MI
MI036,2006,26057,26057,Mid-Michigan District Health Department,MI
MI036,2016,26057,26057,Mid-Michigan District Health Department,MI
MI022,2006,26065,26065,Ingham County Health Department,MI
MI022,2012,26065,26065,Ingham County Health Department,MI
MI022,2014,26065,26065,Ingham County Health Department,MI
MI024,2012,26075,26075,Jackson County Health Department,MI
MI024,2014,26075,26075,Jackson County Health Department,MI
MI024,2016,26075,26075,Jackson County Health Department,MI
MI025,2006,26077,26077,Kalamazoo Human Services Department,MI
MI025,2016,26077,26077,Kalamazoo Human Services Department,MI
MI026,2014,26081,26081,Kent County Health Department,MI
MI026,2016,26081,26081,Kent County Health Department,MI
MI030,2014,26091,26091,Lenawee County Health Department,MI
MI030,2016,26091,26091,Lenawee County Health Department,MI
MI031,2006,26093,26093,Livingston County Health Department,MI
MI031,2012,26093,26093,Livingston County Health Department,MI
MI031,2014,26093,26093,Livingston County Health Department,MI
MI031,2016,26093,26093,Livingston County Health Department,MI
MI032,2006,26099,26099,Macomb County Health Department,MI
MI032,2012,26099,26099,Macomb County Health Department,MI
MI032,2014,26099,26099,Macomb County Health Department,MI
MI032,2016,26099,26099,Macomb County Health Department,MI
MI037,2016,26111,26111,Midland County Department of Public Health,MI
MI038,2006,26115,26115,Monroe County Health Department,MI
MI038,2012,26115,26115,Monroe County Health Department,MI
MI036,2012,26117,26117,Mid-Michigan District Health Department,MI
MI039,2014,26121,26121,Muskegon County Health Department,MI
MI039,2016,26121,26121,Muskegon County Health Department,MI
MI040,2012,26125,26125,Oakland County Health Division,MI
MI040,2014,26125,26125,Oakland County Health Division,MI
MI040,2016,26125,26125,Oakland County Health Division,MI
MI050,2016,26131,26131,Western U.P. Health Department,MI
MI041,2006,26139,26139,Ottawa County Health Department,MI
MI041,2012,26139,26139,Ottawa County Health Department,MI
MI041,2014,26139,26139,Ottawa County Health Department,MI
MI009,2006,26143,26143,Central Michigan District Health Department,MI
MI009,2014,26143,26143,Central Michigan District Health Department,MI
MI009,2016,26143,26143,Central Michigan District Health Department,MI
MI042,2006,26145,26145,Saginaw County Department Of Public Health,MI
MI042,2012,26145,26145,Saginaw County Department Of Public Health,MI
MI045,2014,26147,26147,St Clair County Health Department,MI
MI045,2016,26147,26147,St Clair County Health Department,MI
MI006,2006,26149,26149,Branch-Hillsdale-St Joseph District Health Department,MI
MI006,2012,26149,26149,Branch-Hillsdale-St Joseph District Health Department,MI
MI046,2014,26157,26157,Tuscola County Health Department,MI
MI046,2016,26157,26157,Tuscola County Health Department,MI
MI048,2014,26161,26161,Washtenaw County Public Health Department,MI
MI048,2016,26161,26161,Washtenaw County Public Health Department,MI
MI013,2006,26163,26163,Detroit Health Department,MI
MI013,2014,26163,26163,Detroit Health Department,MI
MI013,2016,26163,26163,Detroit Health Department,MI
MI049,2006,26163,26163,Wayne County Health Department,MI
MI049,2016,26163,26163,Wayne County Health Department,MI
MN002,2006,27003,27003,Anoka County Community Health & Environmental Services Department,MN
MN002,2012,27003,27003,Anoka County Community Health & Environmental Services Department,MN
MN002,2016,27003,27003,Anoka County Community Health & Environmental Services Department,MN
MN007,2016,27019,27019,Carver County Public Health,MN
MN014,2016,27035,27035,Crow Wing County Health Services,MN
MN015,2014,27037,27037,Dakota County Public Health Department,MN
MN015,2016,27037,27037,Dakota County Public Health Department,MN
MN020,2014,27045,27045,Fillmore County Public Health,MN
MN020,2016,27045,27045,Fillmore County Public Health,MN
MN004,2014,27053,27053,Bloomington Division of Public Health,MN
MN004,2016,27053,27053,Bloomington Division of Public Health,MN
MN024,2006,27053,27053,Hennepin County Community Health Department,MN
MN024,2012,27053,27053,Hennepin County Community Health Department,MN
MN024,2014,27053,27053,Hennepin County Community Health Department,MN
MN024,2016,27053,27053,Hennepin County Community Health Department,MN
MN032,2006,27053,27053,Minneapolis Department Health & Family Support,MN
MN032,2012,27053,27053,Minneapolis Department Health & Family Support,MN
MN032,2014,27053,27053,Minneapolis Department Health & Family Support,MN
MN032,2016,27053,27053,Minneapolis Department Health & Family Support,MN
MN060,2014,27065,27065,Kanabec County Public Health,MN
MN060,2016,27065,27065,Kanabec County Public Health,MN
MN038,2014,27109,27109,Olmsted County Public Health Services,MN
MN038,2016,27109,27109,Olmsted County Public Health Services,MN
MN039,2014,27111,27111,Otter Tail County Public Health,MN
MN039,2016,27111,27111,Otter Tail County Public Health,MN
MN044,2016,27123,27123,Saint Paul-Ramsey County Department Of Public Health,MN
MN046,2014,27131,27131,Rice County Public Health Nursing Service,MN
MN046,2016,27131,27131,Rice County Public Health Nursing Service,MN
MN011,2006,27137,27137,St Louis County Department Of Public Health And Long Term Medical Care,MN
MN011,2012,27137,27137,St Louis County Department Of Public Health And Long Term Medical Care,MN
MN011,2016,27137,27137,St Louis County Department Of Public Health And Long Term Medical Care,MN
MN051,2012,27145,27145,Stearns County Public Health,MN
MN051,2014,27145,27145,Stearns County Public Health,MN
MN051,2016,27145,27145,Stearns County Public Health,MN
MN053,2006,27163,27163,Washington County Department Of Health,MN
MN053,2012,27163,27163,Washington County Department Of Health,MN
MN053,2014,27163,27163,Washington County Department Of Health,MN
MN053,2016,27163,27163,Washington County Department Of Health,MN
MN003,2014,27167,27167,Wilkin County Public Health,MN
MN003,2016,27167,27167,Wilkin County Public Health,MN
MS024,2006,28047,28047,Harrison County Health Department/Biloxi & Gulfport,MS
MS024,2012,28047,28047,Harrison County Health Department/Biloxi & Gulfport,MS
MS024,2014,28047,28047,Harrison County Health Department/Biloxi & Gulfport,MS
MS024,2016,28047,28047,Harrison County Health Department/Biloxi & Gulfport,MS
MS026,2014,28049,28049,Hinds County Health Department,MS
MS026,2016,28049,28049,Hinds County Health Department,MS
MS031,2014,28059,28059,Jackson County Health Department,MS
MS042,2006,28081,28081,Lee County Health Department,MS
MS042,2014,28081,28081,Lee County Health Department,MS
MS042,2016,28081,28081,Lee County Health Department,MS
MS048,2014,28093,28093,Marshall County Health Department,MS
MS062,2016,28121,28121,Rankin County Health Department,MS
MS073,2014,28145,28145,Union County Health Department,MS
MO002,2014,29003,29003,Andrew County Health Department,MO
MO002,2016,29003,29003,Andrew County Health Department,MO
MO004,2014,29007,29007,Audrain City-County Health Unit,MO
MO004,2016,29007,29007,Audrain City-County Health Unit,MO
MO006,2016,29011,29011,Barton County Health Department,MO
MO007,2014,29013,29013,Bates County Health Center,MO
MO007,2016,29013,29013,Bates County Health Center,MO
MO025,2012,29019,29019,Columbia/Boone County Health Department,MO
MO025,2014,29019,29019,Columbia/Boone County Health Department,MO
MO025,2016,29019,29019,Columbia/Boone County Health Department,MO
MO100,2014,29021,29021,City of St. Joseph Health Department,MO
MO100,2016,29021,29021,City of St. Joseph Health Department,MO
MO011,2016,29023,29023,Butler County Health Department,MO
MO012,2014,29025,29025,Caldwell County Health Department,MO
MO012,2016,29025,29025,Caldwell County Health Department,MO
MO014,2014,29029,29029,Camden County Health Department,MO
MO014,2016,29029,29029,Camden County Health Department,MO
MO018,2014,29037,29037,Cass County Health Department,MO
MO018,2016,29037,29037,Cass County Health Department,MO
MO019,2014,29041,29041,Chariton County Health Center,MO
MO022,2006,29047,29047,Clay County Health Center,MO
MO022,2012,29047,29047,Clay County Health Center,MO
MO022,2014,29047,29047,Clay County Health Center,MO
MO022,2016,29047,29047,Clay County Health Center,MO
MO024,2016,29051,29051,Cole County Health Department,MO
MO095,2012,29077,29077,Springfield/Greene County Health Department.,MO
MO095,2014,29077,29077,Springfield/Greene County Health Department.,MO
MO095,2016,29077,29077,Springfield/Greene County Health Department.,MO
MO042,2006,29095,29095,City Of Independence Health Department,MO
MO042,2014,29095,29095,City Of Independence Health Department,MO
MO049,2014,29095,29095,Kansas City Missouri Health Department,MO
MO046,2006,29099,29099,Jefferson County Health Department,MO
MO046,2012,29099,29099,Jefferson County Health Department,MO
MO046,2014,29099,29099,Jefferson County Health Department,MO
MO046,2016,29099,29099,Jefferson County Health Department,MO
MO047,2014,29101,29101,Johnson County Community Health Services,MO
MO056,2014,29115,29115,Linn County Health Department,MO
MO056,2016,29115,29115,Linn County Health Department,MO
MO063,2016,29131,29131,Miller County Health Center,MO
MO066,2014,29137,29137,Monroe County Health Department,MO
MO066,2016,29137,29137,Monroe County Health Department,MO
MO132,2014,29151,29151,Osage County Health Department,MO
MO132,2016,29151,29151,Osage County Health Department,MO
MO078,2014,29161,29161,Phelps/Maries County Health Department,MO
MO078,2016,29161,29161,Phelps/Maries County Health Department,MO
MO096,2012,29183,29183,St Charles County Department Of Community Health And The Environment,MO
MO102,2006,29189,29189,St Louis County Department Of Health,MO
MO102,2014,29189,29189,St Louis County Department Of Health,MO
MO102,2016,29189,29189,St Louis County Department Of Health,MO
MO101,2006,29191,29191,City Of Saint Louis Department Of Health And Hospitals,MO
MO090,2016,29197,29197,Schuyler County Health Department,MO
MO091,2016,29199,29199,Scotland County Health Department,MO
MO098,2016,29201,29201,Scott County Health Department,MO
MO093,2014,29203,29203,Shannon County Health Department,MO
MO093,2016,29203,29203,Shannon County Health Department,MO
MO101,2012,29510,29510,City Of Saint Louis Department Of Health And Hospitals,MO
MO101,2014,29510,29510,City Of Saint Louis Department Of Health And Hospitals,MO
MT001,2014,30001,30001,Beaverhead County Health Department,MT
MT001,2016,30001,30001,Beaverhead County Health Department,MT
MT004,2016,30007,30007,Broadwater County Health Department,MT
MT007,2014,30011,30011,Carter County Health Department,MT
MT008,2014,30013,30013,Cascade City-County Health Department,MT
MT009,2014,30015,30015,Chouteau County Health Department,MT
MT011,2014,30019,30019,Daniels County,MT
MT011,2016,30019,30019,Daniels County,MT
MT013,2014,30023,30023,Deer Lodge County Health Department,MT
MT016,2016,30029,30029,Flathead City-County Health Department,MT
MT021,2014,30039,30039,Granite County Health Department,MT
MT021,2016,30039,30039,Granite County Health Department,MT
MT026,2016,30047,30047,Lake County Public Health,MT
MT027,2014,30049,30049,Lewis and Clark City-County Health Department,MT
MT027,2016,30049,30049,Lewis and Clark City-County Health Department,MT
MT031,2014,30055,30055,McCone County Health Department,MT
MT031,2016,30055,30055,McCone County Health Department,MT
MT030,2014,30057,30057,Madison County Health Department,MT
MT030,2016,30057,30057,Madison County Health Department,MT
MT032,2016,30059,30059,Meagher County Health Department,MT
MT040,2014,30075,30075,Powder River County Health Department,MT
MT044,2014,30083,30083,Richland County Health Department,MT
MT044,2016,30083,30083,Richland County Health Department,MT
MT046,2014,30087,30087,Rosebud County Health Department,MT
MT047,2016,30089,30089,Sanders County Health Department,MT
MT048,2014,30091,30091,Sheridan County Health Department,MT
MT048,2016,30091,30091,Sheridan County Health Department,MT
MT050,2014,30097,30097,Sweet Grass County Health Department,MT
MT053,2014,30105,30105,Valley County Health Department,MT
MT053,2016,30105,30105,Valley County Health Department,MT
MT015,2016,30107,30107,Central Montana Health District Public Health,MT
MT056,2014,30111,30111,Yellowstone City-County Health Department,MT
NE004,2006,31055,31055,Douglas County Health Department,NE
NE004,2012,31055,31055,Douglas County Health Department,NE
NE004,2016,31055,31055,Douglas County Health Department,NE
NE031,2014,31137,31137,Two Rivers Public Health Department,NE
NE031,2016,31137,31137,Two Rivers Public Health Department,NE
NE030,2014,31145,31145,Southwest Nebraska Public Health Department,NE
NE030,2016,31145,31145,Southwest Nebraska Public Health Department,NE
NE019,2014,31157,31157,Scotts Bluff County Health Department,NE
NE019,2016,31157,31157,Scotts Bluff County Health Department,NE
NE027,2016,31165,31165,Panhandle Public Health Department,NE
NE008,2014,31167,31167,Elkhorn Logan Valley Health Department,NE
NE008,2016,31167,31167,Elkhorn Logan Valley Health Department,NE
NE020,2006,31181,31181,Lincoln Lancaster County Health Department,NE
NE020,2012,31181,31181,Lincoln Lancaster County Health Department,NE
NE020,2014,31181,31181,Lincoln Lancaster County Health Department,NE
NE020,2016,31181,31181,Lincoln Lancaster County Health Department,NE
NV001,2006,32003,32003,Clark County Health District,NV
NV001,2012,32003,32003,Clark County Health District,NV
NV001,2014,32003,32003,Clark County Health District,NV
NV001,2016,32003,32003,Clark County Health District,NV
NV002,2006,32031,32031,Washoe County District Health Department,NV
NV002,2012,32031,32031,Washoe County District Health Department,NV
NV002,2014,32031,32031,Washoe County District Health Department,NV
NV002,2016,32031,32031,Washoe County District Health Department,NV
NH008,2006,33011,33011,Manchester Health Department,NH
NH008,2012,33011,33011,Manchester Health Department,NH
NH008,2014,33011,33011,Manchester Health Department,NH
NH008,2016,33011,33011,Manchester Health Department,NH
NH010,2016,33011,33011,Nashua Division of Public Health and Community Services,NH
NJ079,2014,34003,34003,Palisades Park Health Department,NJ
NJ079,2016,34003,34003,Palisades Park Health Department,NJ
NJ114,2014,34003,34003,Township of Washington Local Health Agency,NJ
NJ011,2006,34005,34005,Burlington County Health Department,NJ
NJ011,2012,34005,34005,Burlington County Health Department,NJ
NJ011,2014,34005,34005,Burlington County Health Department,NJ
NJ011,2016,34005,34005,Burlington County Health Department,NJ
NJ012,2006,34007,34007,Camden County Division Of Health,NJ
NJ012,2016,34007,34007,Camden County Division Of Health,NJ
NJ013,2016,34009,34009,Cape May County Department of Health,NJ
NJ018,2006,34013,34013,Cumberland County Health Department,NJ
NJ018,2012,34013,34013,Cumberland County Health Department,NJ
NJ018,2014,34013,34013,Cumberland County Health Department,NJ
NJ018,2016,34013,34013,Cumberland County Health Department,NJ
NJ060,2016,34013,34013,Township of Maplewood Health Department,NJ
NJ075,2016,34013,34013,Newark Department Of Health & Human Service,NJ
NJ036,2012,34015,34015,Gloucester County Health Department,NJ
NJ036,2014,34015,34015,Gloucester County Health Department,NJ
NJ049,2014,34017,34017,Jersey City Division Of Health,NJ
NJ049,2016,34017,34017,Jersey City Division Of Health,NJ
NJ128,2016,34017,34017,North Bergen Health Department,NJ
NJ046,2006,34019,34019,Hunterdon County Health Department,NJ
NJ038,2016,34021,34021,Hamilton Township Division of Health,NJ
NJ085,2014,34021,34021,Lawrence Township Health Department,NJ
NJ085,2016,34021,34021,Lawrence Township Health Department,NJ
NJ138,2016,34021,34021,West Windsor Health Department,NJ
NJ064,2006,34023,34023,Middlesex County Public Health Department,NJ
NJ064,2016,34023,34023,Middlesex County Public Health Department,NJ
NJ067,2012,34025,34025,,NJ
NJ135,2006,34025,34025,Monmouth County Regional Health Commission No 1,NJ
NJ135,2014,34025,34025,Monmouth County Regional Health Commission No 1,NJ
NJ135,2016,34025,34025,Monmouth County Regional Health Commission No 1,NJ
NJ058,2014,34027,34027,Madison Health Department,NJ
NJ073,2014,34027,34027,Mount Olive Township Health Department,NJ
NJ073,2016,34027,34027,Mount Olive Township Health Department,NJ
NJ056,2014,34029,34029,Long Beach Island Health Department,NJ
NJ056,2016,34029,34029,Long Beach Island Health Department,NJ
NJ077,2006,34029,34029,Ocean County Health Department,NJ
NJ077,2012,34029,34029,Ocean County Health Department,NJ
NJ077,2014,34029,34029,Ocean County Health Department,NJ
NJ008,2016,34031,34031,Bloomfield Health Department,NJ
NJ083,2012,34031,34031,Passaic County Department Of Health,NJ
NJ083,2014,34031,34031,Passaic County Department Of Health,NJ
NJ083,2016,34031,34031,Passaic County Department Of Health,NJ
NJ084,2006,34031,34031,Paterson Division Of Health,NJ
NJ084,2012,34031,34031,Paterson Division Of Health,NJ
NJ007,2016,34035,34035,Bernards Township Health Department,NJ
NJ063,2014,34035,34035,Middle-Brook Regional Health Commission,NJ
NJ063,2016,34035,34035,Middle-Brook Regional Health Commission,NJ
NJ122,2012,34035,34035,Somerset County Health Department,NJ
NJ122,2014,34035,34035,Somerset County Health Department,NJ
NJ122,2016,34035,34035,Somerset County Health Department,NJ
NJ027,2012,34039,34039,"City of Elizabeth, Department Of Health And Human Services",NJ
NJ027,2016,34039,34039,"City of Elizabeth, Department Of Health And Human Services",NJ
NM014,2014,35041,35041,Department Of Health/Public Health District IV (Southeast Region),NM
NM012,2012,35059,35059,New Mexico Public Health Division District 2,NM
NM012,2014,35059,35059,New Mexico Public Health Division District 2,NM
NY001,2014,36001,36001,Albany County Department Of Health,NY
NY003,2014,36007,36007,Broome County Health Department,NY
NY003,2016,36007,36007,Broome County Health Department,NY
NY004,2016,36009,36009,Cattaraugus County Department of Health,NY
NY005,2014,36011,36011,Cayuga County Department of Health and Human Services,NY
NY005,2016,36011,36011,Cayuga County Department of Health and Human Services,NY
NY006,2012,36013,36013,Chautauqua County Department Of Health,NY
NY006,2014,36013,36013,Chautauqua County Department Of Health,NY
NY006,2016,36013,36013,Chautauqua County Department Of Health,NY
NY007,2014,36015,36015,Chemung County Health Department,NY
NY007,2016,36015,36015,Chemung County Health Department,NY
NY008,2014,36017,36017,Chenango County Public Health,NY
NY008,2016,36017,36017,Chenango County Public Health,NY
NY009,2014,36019,36019,Clinton County Department of Public Health,NY
NY009,2016,36019,36019,Clinton County Department of Public Health,NY
NY010,2016,36021,36021,Columbia County Department of Health,NY
